video_id,channel,title,view_count,quality,local_path,bytes,error
2p7wZ-ymuoM,2ch馴れ初め感動シネマ,【2ch馴れ初め】俺のうどん屋で無銭飲食する自称ヤクザ→元組長の俺が現組長を呼び出した結果,313034,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\2p7wZ-ymuoM.jpg,263351,
PQfdNcanvU4,俺たちの馴れ初め,【2ch馴れ初め】毎日俺の部屋に来る幼馴染のJKが〇〇な女だと気付いた結果…【ゆっくり】,302411,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\PQfdNcanvU4.jpg,213155,
t8SIm0e4dzg,2ch馴れ初め感動シネマ,【2ch馴れ初め】道で轢かれそうな盲目のお婆さんを助けて送り届けるとヤクザ事務所→大量の黒服と学校一のヤンキー美女が出てきた結果,291087,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\t8SIm0e4dzg.jpg,254654,
R7gcHyY-vGE,2ch馴れ初めムービー,【２ｃｈ馴れ初め】極寒の夜、拾ったタダ券で味噌汁と生たまごを分け合う貧乏母娘→施設出身の店主の俺が心を込めた大盛り牛丼をご馳走した結果【感動名作】,289149,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\R7gcHyY-vGE.jpg,289623,
SNKS89me9ZI,2chなれそめストーリー2.0,【2ch馴れ初め】クラスのヤンキーが見舞いに来たので禁欲した俺が寝たふりしていたら息子を触りだした結果【ゆっくり解説】,286896,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\SNKS89me9ZI.jpg,256571,
ShSww0rUHA8,俺たちの馴れ初め,【2ch馴れ初め】　挨拶をしても無視する隣の住む女子大生→夜中に寝ていたら部屋に乗り込んできた結果...　【ゆっくり】,286848,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\ShSww0rUHA8.jpg,231236,
52oyQaMLe2E,2ch馴れ初めムービー,【２ｃｈ馴れ初め】失恋しソロキャンプで1人やけ食い中に現れた貧乏母娘→「一緒に食べませんか？」と誘った結果…【感動名作】,285161,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\52oyQaMLe2E.jpg,290020,
89TaGcvToAk,2chなれそめストーリー2.0,【2ch馴れ初め】会社の女上司が入院したのでお見舞いに行ったら、両腕を骨折していたのでパンツを履かせてあげた結果【ゆっくり解説】,273863,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\89TaGcvToAk.jpg,246110,
txKYUCAEc2U,2ch感動の馴れ初め話,【2ch馴れ初め】山奥の客ゼロなボロ旅館に迷い込んだ俺、元銀座板長の俺が手を貸した結果【ゆっくり動画】,270885,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\txKYUCAEc2U.jpg,309954,
dOg_IigZ18Y,俺たちの馴れ初め,【2ch馴れ初め】勝負して勝ったら何が欲しいのと聞いてきた幼馴染に履いてるパンツをくれと言った結果…【ゆっくり】,269248,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\dOg_IigZ18Y.jpg,228422,
-ELesAHAMjs,2ch馴れ初め感動シネマ,【2ch馴れ初め】祖父がヤクザ組長だが学校のスケバンに嘘つきとバカにされる陰キャの俺→30分後、校庭に大量の黒塗りの車が乗りこんできた結果,264110,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\-ELesAHAMjs.jpg,252177,
1DGo4gsdsHs,2chなれそめストーリー2.0,【2ch馴れ初め】お風呂も入れない貧乏部下に家のお風呂を貸したら、アソコがツルツルだったので我慢できずに手を出してしまった結果【ゆっくり解説】,249727,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\1DGo4gsdsHs.jpg,47210,
wuYqgmxRTFI,俺たちの馴れ初め,【2ch馴れ初め】出張先で帰りの飛行機が台風で欠航に→若い美女社員とラブホで一晩過ごした結果…【ゆっくり解説】,247433,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\wuYqgmxRTFI.jpg,215077,
aVjiD1MXnbQ,俺たちの馴れ初め,【2ch馴れ初め】　女医との合コンで引き立て役として呼ばれ、バカにされたゴミ収集員の俺→幼馴染の美人女医が隣に座って来た結果...　【ゆっくり】,245990,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\aVjiD1MXnbQ.jpg,248593,
MggNxF00eQ4,2ch馴れ初め感動シネマ,【2ch馴れ初め】弟の治療の為に昼ご飯を抜く貧乏ヤンキー同級生→俺の実家の弁当屋で働いてもらった結果,245303,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\MggNxF00eQ4.jpg,257882,
OOJlUlmV0I0,2chの感動馴初め話,ヤンキー同級生にプリントを届けに来た陰キャの俺→異変を感じ取り家に連れて帰った結果…【2ch馴れ初め】【ゆっくり解説】,242340,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\OOJlUlmV0I0.jpg,233704,
8hJLNj5DF28,俺たちの馴れ初め,【2ch馴れ初め】大人の階段を登れず焦る俺、幼馴染に男にしてくれとお願いした結果…【ゆっくり】,241120,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\8hJLNj5DF28.jpg,212264,
n60LdT9bvEE,2ch馴れ初め感動シネマ,【2ch馴れ初め】不良同級生にプリントを届けに行った組長息子の俺→異臭がするので俺んちのヤクザ銭湯に連れ帰った結果,239151,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\n60LdT9bvEE.jpg,340612,
n-kVncB5ntU,2ch馴れ初めタイムトラベル,【2ch馴れ初め】ハーバード大卒を隠し社長運転手をしていた俺→海外企業との商談に急遽同席した結果...【ゆっくり】,238564,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\n-kVncB5ntU.jpg,249178,
ZiLqGqHHHkA,2ch馴れ初め感動シネマ,【2ch馴れ初め】ヤクザに脅され震えているラーメン屋の母娘→ 常連客の俺が正体を明かし助けた結果,229720,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\ZiLqGqHHHkA.jpg,263850,
_8RG31uGLR8,2chなれそめストーリー2.0,【2ch馴れ初め】毎日ゴミ置き場で会う美人な団地妻、しゃがんだらノー〇ンなのが見えてしまい恐る恐る理由を聞いてみた結果【ゆっくり解説】,229611,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\_8RG31uGLR8.jpg,48941,
5Pm2_TCYVUI,2ch 馴れ初め ストーリーズ,【2ch馴れ初め】赤字続きの俺の会社に面接に来た謎のボロボロ女性→超有能だったので秘書として即採用した結果【ゆっくり】,229500,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\5Pm2_TCYVUI.jpg,231952,
Q9SVaNXbykM,2ch馴れ初め感動シネマ,【2ch馴れ初め】７ヶ国語を話せる俺がAI導入で突然のクビ宣告→笑いを堪えて速攻で退職した結果,227222,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\Q9SVaNXbykM.jpg,244057,
JK45nLPPF4M,2ch馴れ初め感動シネマ,【2ch馴れ初め】初出勤の義妹が丸坊主姿で10分で帰宅→若頭の俺が大量の部下を引き連れて突撃した結果【2ch】【馴れ初め】【ゆっくり】,225311,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\JK45nLPPF4M.jpg,356155,
JxigQZBRH1M,2ch馴れ初め感動シネマ,【2ch馴れ初め】ヤンキー美女と調理実習の授業でペアに→料理好きな俺が行列町中華秘伝のチャーハンのレシピを教えた結果,217275,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\JxigQZBRH1M.jpg,266278,
9aX-SzQyUt0,俺たちの馴れ初め,【2ch馴れ初め】上司のミスをかぶり涙目で徹夜する新入社員→ブチギレた俺が社長を呼び出した結果...【ゆっくり】,215808,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\9aX-SzQyUt0.jpg,246702,
3cixJl1E9_w,2ch馴れ初め感動シネマ,【2ch馴れ初め】同窓会で同業界の同級生に飛び蹴りされた俺→初対面なので速攻で警察を呼んだ結果,215360,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\3cixJl1E9_w.jpg,330787,
PnhwGzFIxOA,2ch馴れ初め感動シネマ,【2ch馴れ初め】他界した姉夫婦の双子を引き取ったキモオタの俺→実は資産家の俺がコンビニ全員で双子を育てた結果,214029,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\PnhwGzFIxOA.jpg,251745,
PEB-jUzQDmo,俺たちの馴れ初め,【2ch馴れ初め】アパートの通路でよく見かける美女がいつもパンツが見えているので聞いた結果…【ゆっくり】,204370,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\PEB-jUzQDmo.jpg,214746,
osLT0KDsoUY,2chなれそめストーリー2.0,【2ch馴れ初め】赤点ばかりヤンキー同級生が「勉強を教えてくれ！」と頼んできたので、代わりに童貞を卒業したいとお願いした結果【ゆっくり解説】,203382,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\osLT0KDsoUY.jpg,249723,
xfBY3PPK6eA,2ch馴れ初め感動シネマ,【2ch馴れ初め】ヤクザ事務所に飛び込み営業に来たおにぎり屋のボロボロ双子→若頭の俺が全部買い取って助けた結果,202627,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\xfBY3PPK6eA.jpg,356272,
KgloBOGzkMg,2ch 馴れ初め ストーリーズ,【2ch馴れ初め】深夜のジョギング中、指名手配犯と疑われる俺→ ブチギレて職場（捜査一課）に連れて行った結果【ゆっくり】,202131,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\KgloBOGzkMg.jpg,217209,
s5SoNrHxS5I,2ch馴れ初め感動シネマ,【2ch馴れ初め】廃業寸前のうちの旅館に面接に来たボロボロの母娘→元女将の祖母と現女将の母が元ヤンの直観で即採用した結果,201144,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\s5SoNrHxS5I.jpg,259979,
Wk4pLRhf48Y,2ch馴れ初め感動シネマ,【2ch馴れ初め】修学旅行に行ったはずの義妹が10分で帰宅→自宅警備員でニート兄の俺がブチギレた結果,199862,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\Wk4pLRhf48Y.jpg,330350,
brdslCRJO84,俺たちの馴れ初め,【2ch馴れ初め】凄まじい異臭を放つ貧乏ギャル→俺んちの銭湯で働いてもらった結果...【ゆっくり】,193611,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\brdslCRJO84.jpg,262300,
mdoE-Sv-AxA,2ch馴れ初め感動シネマ,【2ch馴れ初め】母親のために逆高校デビューした陰キャの俺→元最強不良の俺が本気を出した結果...,191339,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\mdoE-Sv-AxA.jpg,244976,
7SqFF00jHN0,2ch馴れ初め感動シネマ,【2ch馴れ初め】内定懇親会で2人だけカップ麺を出される俺たち→オーナー息子の俺がブチギレた結果...,189736,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\7SqFF00jHN0.jpg,332871,
zhvcidTSsBI,2ch馴れ初め感動シネマ,【2ch馴れ初め】修学旅行のバスで、隣の席のヤンキー美女がトイレを我慢できなくなった結果,187514,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\zhvcidTSsBI.jpg,233998,
hrh6kA0G2KY,2chなれそめストーリー2.0,【2ch馴れ初め】会社で一番のデブスな後輩が、なぜか毎日デートに誘ってくるので、試しに１日だけデートしてみた結果【ゆっくり解説】,180810,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\hrh6kA0G2KY.jpg,49469,
1OA4tUo2z6Q,2ch馴れ初め感動シネマ,【2ch馴れ初め】行きつけの居酒屋で自称ヤクザに脅され涙目の母娘→店主の娘が本物のヤクザを呼び出した結果...【2ch】【馴れ初め】,176421,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\1OA4tUo2z6Q.jpg,269295,
ODO0D5IVN50,2ch馴れ初めゆっくりで最愛,【2ch 馴れ初め】先輩のミスを押し付けられ涙目で必死に対応する女性社員、 社内で無能なフリをしていたキモヲタ陰キャの俺が本気を出した結果【ゆっくり】,173164,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\ODO0D5IVN50.jpg,263687,
3d_Qh6SqV5Q,2ch馴れ初めゆっくりで最愛,【2ch馴れ初め】両親が他界し親戚からたらい回しの嫌われまくった双子少女→キモオタ社長であるおじの俺が引き取り育てた結果【ゆっくり】,170871,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\3d_Qh6SqV5Q.jpg,276377,
ySKCAa8aQIg,2ch馴れ初め感動シネマ,【2ch馴れ初め】学校一暗いの地味女と文化祭でペアになるハメに→後日・・・彼女の驚きの正体に学校が騒然に・・・,168528,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\ySKCAa8aQIg.jpg,244730,
Hi4y-fo_Tuo,2ch馴れ初め感動シネマ,【2ch馴れ初め】常連客のレディース総長のピンチにうどん屋でヤクザ組長の息子の俺が正体を明かした結果,168399,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\Hi4y-fo_Tuo.jpg,259071,
Yq-TUjV6QI8,2ch 馴れ初め ストーリーズ,【2ch馴れ初め】話しかけても反応せず、気味悪がられる親戚の赤ちゃん→耳鼻科医の俺が引き取った結果…【ゆっくり】,167379,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\Yq-TUjV6QI8.jpg,227236,
YnI_9w_aGQc,2chなれそめストーリー2.0,【2ch馴れ初め】部屋で自己処理してたら、幼馴染が突然ドアを開けてきて、イチモツを見られた【ゆっくり解説】,167359,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\YnI_9w_aGQc.jpg,231331,
BCBJs-GtUOQ,俺たちの馴れ初め,【2ch馴れ初め】ケンカして負傷したヤンキー高校生の姪を迎えにいったら→保健室の先生に俺の正体がバレた結果...【ゆっくり】,167029,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\BCBJs-GtUOQ.jpg,241987,
iJ35o4VN2IY,2ch馴れ初め感動シネマ,【2ch馴れ初め】大雪の日、サービスエリアで大号泣する受験生→トラック運転手の俺が300㎞の距離を送り届けた結果....,166630,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\iJ35o4VN2IY.jpg,245300,
PuqnaCaayGY,2ch馴れ初め感動シネマ,【2ch馴れ初め】90人分の花見弁当をキャンセルされた貧乏親子→隣で花見をしていた若頭の俺が全部買い取った結果,166417,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\PuqnaCaayGY.jpg,357202,
N21mi9CFfCw,俺たちの馴れ初め,【2ch馴れ初め】前世の記憶を持つ中学生の私が→前世で結婚していた夫に会いに行った結果…【ゆっくり】,161677,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\N21mi9CFfCw.jpg,241757,
iljXbghzZJM,俺たちの馴れ初め,【2ch馴れ初め】俺を男として見ようとしない幼馴染の目の前でゴムを購入した結果…【ゆっくり】,160895,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\iljXbghzZJM.jpg,210960,
0qLw-2AbyqQ,俺たちの馴れ初め,【2ch馴れ初め】拾った無料券でえび天1本だけ分け合う母娘→俺が大盛の天ぷらうどんをご馳走した結果...【ゆっくり】,160609,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\0qLw-2AbyqQ.jpg,245144,
ioll-XhzN1I,2chの感動馴初め話,親の借金を返す為、100円を差し出すボロボロの少女→ 施設育ちのヤ〇ザの俺が連れ帰った結果【2ch馴れ初め】【ゆっくり解説】,158361,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\ioll-XhzN1I.jpg,239269,
NbXQbMCNKpw,俺たちの馴れ初め,【2ch馴れ初め】蒸発した妹の子供達を引き取ったデブ陰キャな俺→ 美人社長がおかしくなった結果...【ゆっくり】,155707,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\NbXQbMCNKpw.jpg,260777,
4ORQ4ooMsR0,2ch馴れ初め感動シネマ,【2ch馴れ初め】道で汚い少女を助けたホームレスの俺→後日、ヤクザ組長と大量の黒服を連れて恩返しに来た結果,153274,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\4ORQ4ooMsR0.jpg,132409,
zrF79LSiZLA,2ch馴れ初め感動シネマ,【2ch馴れ初め】100人分の弁当をキャンセルされたボロボロの美人親子→ヤクザ幹部の俺が組員の為に全て買い取った結果.....,153133,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\zrF79LSiZLA.jpg,349785,
YDqhFWr0i84,2ch 馴れ初め ストーリーズ,【2ch馴れ初め】離婚した元妻に引き取られた1歳の双子姉妹→3年後、児童養護施設のテレビ番組で父親探しをしていた結果【ゆっくり】,152207,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\YDqhFWr0i84.jpg,252998,
kt7Q0AE7u3I,2ch馴れ初め感動シネマ,【2ch馴れ初め】誘拐犯から赤ちゃんを庇って大ケガをした陰キャの俺→後日、極道美女と大量の黒服が学校に現れた結果...【2ch】【馴れ初め】,150724,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\kt7Q0AE7u3I.jpg,384639,
cXhRnsnJiYY,2ch馴れ初め感動シネマ,【2ch馴れ初め】火事で逃げ遅れた少女を助け右目を失ったヤクザの俺→15年後、美人婦警に職質された結果...,150656,existing,E:\Data\ObsidianVault\02_Channels\馴れ初めシネマ\競合チャンネル分析\企画リサーチ_20260605\gcs_upload_staging\naresome_thumbnails\cXhRnsnJiYY.jpg,260909,
